codigo_municipio_ibge,municipio,uf,tipo_candidato,co_entidade,nomes_historicos_censo,primeiro_ano_registro_censo,ultimo_ano_registro_censo,primeiro_ano_ativa_censo,ultimo_ano_ativa_censo,primeiro_ano_ept_ativa_censo,ultimo_ano_ept_ativa_censo,sigla_unidade_sistec,nome_unidade_sistec,dt_autorizacao_sistec,uf_unidade_sistec,municipio_unidade_sistec,correspondencia_municipio
3541307,Presidente Epitácio,SP,MEC_SISTEC,,,,,,,,,IFSP,Instituto Federal de São Paulo - Campus Presidente Epitácio,03/12/2010 16:52:55,SP,Presidente Epitácio,exata
3542602,Registro,SP,CENSO_ESCOLAR,35494732,INSTITUTO FEDERAL DE SAO PAULO CAMPUS - REGISTRO; IFSP - CAMPUS REGISTRO,2013.0,2019.0,2013,2019,2013,2019,,,,,,codigo_ibge
3542602,Registro,SP,MEC_SISTEC,,,,,,,,,IFSP,Instituto Federal de São Paulo - Campus Registro,25/05/2012 12:45:21,SP,Registro,exata
3552502,Suzano,SP,CENSO_ESCOLAR,35456512,INSTITUTO FEDERAL DE SAO PAULO CAMPUS - SUZANO; IFSP - CAMPUS SUZANO,2012.0,2019.0,2012,2019,2012,2019,,,,,,codigo_ibge
3552502,Suzano,SP,MEC_SISTEC,,,,,,,,,IFSP,Instituto Federal de São Paulo - Campus Suzano,13/08/2010 11:18:51,SP,Suzano,exata
3557105,Votuporanga,SP,CENSO_ESCOLAR,35456408,INSTITUTO FEDERAL DE SAO PAULO CAMPUS VOTUPORANGA; INSTITUTO FEDERAL DE SAO PAULO CAMPUS - VOTUPORANGA; IFSP - CAMPUS VOTUPORANGA,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
3557105,Votuporanga,SP,MEC_SISTEC,,,,,,,,,IFSP,Instituto Federal de São Paulo - Campus Votuporanga,13/08/2010 11:22:17,SP,Votuporanga,exata
1702109,Araguaína,TO,CENSO_ESCOLAR,17039673,INST FED DE EDUC CIENCIA E TECNOLOGIA DO TOCANTINS CAMPUS ARAGUAINA; IFTO - CAMPUS ARAGUAINA,2010.0,2019.0,2010,2019,2010,2019,,,,,,codigo_ibge
1702109,Araguaína,TO,MEC_SISTEC,,,,,,,,,IFTO,Instituto Federal do Tocantins - Campus Araguaína,14/06/2010 16:53:24,TO,Araguaína,exata
1709500,Gurupi,TO,CENSO_ESCOLAR,17047382,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO TOCANTINS CAMPUS GURUPI; IFTO - CAMPUS GURUPI,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
1709500,Gurupi,TO,MEC_SISTEC,,,,,,,,,IFTO,Instituto Federal do Tocantins - Campus Gurupi,16/06/2010 09:39:52,TO,Gurupi,exata
1718204,Porto Nacional,TO,CENSO_ESCOLAR,17043980,INST FED DE EDUC CIENCIA E TECNOLOGIA DO TO CAMPUS PORTO NACIONAL; IFTO - CAMPUS PORTO NACIONAL,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
1718204,Porto Nacional,TO,MEC_SISTEC,,,,,,,,,IFTO,Instituto Federal do Tocantins - Campus Porto Nacional,16/06/2010 09:03:04,TO,Porto Nacional,exata
